NH3 (ppm),H2S (ppm),eCO2 (ppm),TVOC (ppb),Humidity (%),Temperature (°C),Motion Events (Last 1 Hour),User Rating
12.017156964047985,0.23404114948835059,768.1019534608541,258.49124510064246,58.45393073594576,28.11027740462405,0,5
9.976327751009658,1.271399432922576,1139.4455433537532,368.1180004049053,58.21090235811239,33.696132329536525,1,1
5.641790412025102,0.6106538858175884,477.95380258278385,106.58736447119044,65.34007046199383,32.69548910455702,14,5
9.529634580038875,1.2757964008809732,439.93410634851966,324.7382974858754,67.45191708116276,30.29401769369756,3,3
13.960213002241264,0.3448667795647056,954.9237006806044,281.1383049775977,73.45372572334897,31.13785276394633,0,3
9.10374285809614,1.7435761775272143,516.9979055989511,226.68214404361444,66.32364597889455,29.00135295666798,15,1
23.636722152747346,1.4049573774288489,862.4632072160705,325.6955048174629,52.53638253976592,23.67606722609816,3,1
11.822906936179841,1.4685351650318308,765.882793247149,52.70815466581661,76.39504416619319,27.834948241507945,1,4
13.230232057984209,0.9121951730107322,487.5904882257955,253.15385869611669,76.28936475071762,32.04240044935448,10,5
9.979495649092051,1.736091752421634,934.5873388319544,425.45363723570387,55.85515367133269,24.784479717026237,1,2
7.704796559694451,1.7367108971690501,497.17878263525745,55.17549130838431,72.77833636042087,29.936628815363395,14,5
10.824582803960839,0.6971892873385771,1157.1229350366689,288.19930739366737,56.47879740003002,26.571856153328685,5,4
18.951323597997167,1.1921586329237643,860.9014178627425,330.1545052526455,65.67786188350404,31.700371274037842,1,1
13.637728191606652,0.41084234001813325,768.9026610136044,344.9477330954754,75.83696551828685,26.744249854520945,7,4
10.179969090561993,0.3238581117015149,1169.7377758318967,278.4599553520505,60.52840211542224,28.539936519045007,14,4
17.134953806510612,0.10286286072890558,508.29187733227644,416.98945522345235,78.16166065636179,27.190336181230876,3,3
19.446982941758797,1.6614119408823442,734.8149026298393,341.56730798735526,72.23794739432832,21.305617936162832,11,4
13.987733845895677,1.2901354864959296,860.9586123967376,180.299225343209,69.6073783224196,22.658133920054777,5,4
13.90252940744487,1.5222891506619125,974.640938091955,189.91581780952524,51.61990085812217,20.258539418503133,15,4
18.801507083775952,0.5265381654756607,911.0897975830202,354.20426559788916,50.56742843134884,27.506508349217658,13,2
15.099234229683887,1.4601326603689964,849.9073376314759,402.9028463198011,58.46497798427513,34.949868727963995,15,2
5.918559580050187,0.7153836016029034,1150.5827251630967,270.75349076595865,51.30882244580657,31.849694656749612,5,2
6.8827952133937735,1.5970274580489126,634.4868669780027,65.8474845592208,52.02959413249739,23.035514921039383,5,4
9.661396673897023,1.6388372392853834,835.5578946063029,223.88465089763196,70.31902000577625,31.408384526472382,9,3
10.805995229898823,0.6938052895580039,1071.7954126029776,387.285972959496,53.015885717619256,33.91589553227178,8,2
14.666424759083885,1.8811165319349814,922.4495527705561,168.5302971305564,79.07231027013805,34.06454833780438,3,3
20.564014470740613,0.2434097915962711,599.8170977645968,290.2532728689262,72.68134107105634,21.469249502195662,9,4
5.003606055217618,1.221031987027312,673.6820932299717,221.17006597689087,68.03186315116916,31.51832102235647,4,4
14.14295569892598,0.7977344566992342,929.7503377651896,121.69835139281763,78.07675320142874,26.274829236586644,8,2
7.165168615777288,1.6098427821088757,514.7531073392258,52.135389288587014,64.77609764510407,34.311558297693495,5,4
7.544470457187645,0.6735311834000284,1026.476465626662,404.9582794976701,72.12255327774997,23.325303780565232,1,1
11.72603546908136,0.7601090070610824,816.6219092184766,351.47513561854214,68.80910610872058,23.373565976101215,6,4
8.814030524502597,1.8377626399777638,1089.0082072365083,202.12887891739098,52.11370090788711,25.539588235681098,10,2
5.707584303466399,0.8381216695981936,542.8311645289225,441.18227681360435,77.87736030204924,28.7612229235445,10,5
7.7294294125030145,1.6143994745670605,999.4569721608046,81.89475181237067,60.37976072843427,28.350008553081466,13,4
19.024981337953385,0.6435620780112996,577.3729312513552,137.10071165246745,70.58090687418517,24.57457385863328,14,4
24.966707240963782,0.648711371768402,460.0957985646815,367.9945241088813,53.75712078336401,21.09200440798299,1,3
