NH3 (ppm),H2S (ppm),eCO2 (ppm),TVOC (ppb),Humidity (%),Temperature (°C),Motion Events (Last 1 Hour),User Rating
14.662449819040646,1.4571875072226261,807.5878493406938,107.39010271277746,56.2760916434223,20.198572459107144,8,4
9.96259098455974,0.7341605172137974,618.2539171169292,417.32038942153713,66.28611697327388,27.438123823674722,13,4
7.217418888438671,1.9199925300701406,661.525758731035,475.28830205536684,61.135811360294,31.743860797592717,3,2
14.645682661749102,1.8232119453034235,496.0811421160175,127.54398340056248,67.62300085082556,26.23752198023469,11,5
17.444359967969003,1.281369224583569,849.5457932082775,370.716247643812,64.99884736028048,22.905578500872274,0,3
23.7024570263055,1.760052431262074,977.7921159657697,350.78173437161274,77.12828972479514,22.55728074084196,7,3
10.383057888388034,1.6609109226785974,673.894283426217,53.614964982673115,57.03474901107198,34.42481120674047,8,3
15.231471721079213,1.4980569170674938,463.32305396638606,182.7340763208751,58.449954759303665,33.61614558623958,5,1
10.078644606940486,0.44527994540381644,539.7190492669915,68.91871266308738,65.93551460226499,24.641219426514436,0,5
17.615400229875732,1.6888174572510317,635.2154901029276,367.6121334264119,51.047948972030376,25.87278865572398,3,1
18.455203469323813,1.598572599850976,548.4448563141311,195.03097553860994,69.76359621415429,33.328536652897284,5,3
16.671998319974957,0.8947697010300147,746.8658764271611,316.478118716211,76.5840497270207,21.890652224609028,0,3
21.174287014536034,1.1908913790904725,799.5531551151701,394.30150570974195,67.74282851358545,26.810052470761725,14,3
16.462858678318597,0.2592380016967032,421.3315904595425,71.56252266119769,62.100797019854014,29.718086891567147,2,4
13.800042557515024,0.6114864275810502,1108.8198709461005,146.8559142197791,51.22639492661868,33.58940533955013,4,2
16.567016401184873,1.7799423509138117,869.33783837364,73.81342996531738,55.71715926353779,21.243871729071632,10,4
6.50135103537353,0.8050358715399897,968.6117014960437,467.57989337495263,66.1960380746097,31.7080054852526,15,1
13.606117897989254,1.7798592473993757,441.1549213884898,439.0325739491426,79.56540800232558,23.64380194305867,7,4
6.92021027231108,1.7925585574618033,1125.418903643119,447.30755769668656,74.30885851988906,25.189062944964558,5,3
19.219124455354677,1.2258821703513865,573.390125227324,226.39541829938915,65.17825774713772,31.15197076066187,0,2
9.593421284930308,1.1181792835314883,909.4059449550986,115.66464508377972,52.1471150839934,29.66138145267736,1,5
14.524770369402443,0.7835949660981202,1170.2665034438005,150.75613120250534,73.36703548216353,22.462705596239957,4,4
10.521502721388208,1.8513714195104682,875.1548128286092,347.2059896477117,71.62890043399734,33.670313147833454,6,3
12.383557994382485,1.5662973456787137,1041.9968667240792,466.80023915285415,76.13406659135266,28.881132225171548,5,3
