NH3 (ppm),H2S (ppm),eCO2 (ppm),TVOC (ppb),Humidity (%),Temperature (°C),Motion Events (Last 1 Hour),User Rating
16.82918862664704,1.7375848289233755,562.1984286754482,481.0220976952105,78.66844362292974,22.155126858081925,12,4
5.212324476359445,1.5426844752687856,919.2873433201302,433.97138252059943,58.43317835102367,29.842131707044203,5,5
12.620911128233,0.5765301658767675,940.2090061766262,392.2420389758841,69.1231483479375,27.819690134725587,2,3
12.304923159065762,1.175730755888477,844.2541856275122,188.70338910060025,53.57119470305767,28.860960960588542,5,3
22.359868453877905,0.6707187740806032,748.5102804258589,81.90613537260207,75.53504491343816,33.87560449147906,3,3
5.161260444861028,0.9944132089112229,1003.7620314773642,277.33661370801724,73.93331994662235,31.64037473733462,7,4
23.506758938793876,0.34829600986861464,806.2151471465666,403.9228249108027,65.00140782013122,32.519083628842786,7,2
5.25614665260854,0.8345733060963056,655.4622716077049,349.6914720722328,63.4786582535167,34.148039608002236,9,4
17.50946906833213,0.10469471361310105,989.286477966029,271.16604968715166,63.13344925231753,24.867134916052187,11,4
9.409842196903861,0.15337654217421642,522.1610407638657,269.3896675208882,65.94156294978953,34.78122144951176,6,4
18.539158751310254,1.324991125881817,794.1941269292487,199.01730654252933,74.9130805222332,32.05428314853763,13,4
19.608725887073824,1.4324904576564188,1105.2121475050094,156.95935043539941,74.05037623141378,31.79182813659343,12,1
15.606818122663991,1.0549757300552207,784.587637029795,170.7257576555633,53.4682352997378,23.16415978573205,11,4
24.035433923095358,0.5467487174058352,551.4167929429761,457.4105158761313,63.47951322355086,34.380272307292586,2,2
7.070169296052164,1.055768598817133,1052.046069592181,163.574077395765,68.91837586566993,27.230791085442412,9,1
10.23643131161598,0.8511255173870002,1080.260694037559,55.62168029064767,77.78437722243429,32.32301082907309,1,4
23.45892485064083,1.7333413184232287,1033.4791186562934,152.60958410315735,62.61903266060362,33.219448776161464,1,1
24.459368867038616,0.2253572151561819,463.8325833692851,455.9878702057542,64.45783724911,29.38323106263976,7,2
17.72503715614515,1.391695444705655,1127.5152617308395,465.2958162679059,75.09960651729648,28.819672561721518,10,2
10.864215433961292,0.5638784496994745,680.8935004161749,301.7037439337863,56.50120429889091,26.10124163647687,8,4
12.01882607075665,1.9692065262157492,612.2780032548567,314.96437809061035,75.21587535058524,21.280922360762677,14,1
8.336971564111552,0.7190307864448559,424.9428954374129,154.32437770975042,72.84315481291632,33.0986576489786,8,3
24.499073337449875,0.19255023653646475,553.9391377433403,351.52375475874345,70.6762844161392,28.110045073499975,1,4
9.840214799191616,1.9082436001025853,707.2496284041453,150.67376481739248,54.513628585495574,27.60935313470523,3,3
16.1680849947161,0.2260628301242964,1076.9339100637128,284.21952048635615,55.82090426874598,31.588077944095915,2,1
24.09854352856731,0.5558980612119795,787.5455575077578,106.87510528459254,52.518123509773524,20.805588066387724,0,2
5.833881001154757,0.7876335884127823,832.1253623550607,226.31953436205282,74.85755966456156,27.18597290147998,6,5
12.14194584328994,1.880246797080417,408.5899682628907,139.2363330090373,76.09223313101822,34.485029230764745,8,4
22.25846083742224,0.2432125699169112,921.3430722242015,319.0283255982381,54.95010151918633,30.36958454187581,14,2
14.864666067687102,1.4016303506416683,694.1727521127349,315.7233242312395,68.48411276801582,31.17928497878532,8,1
19.121045898100007,1.412554934920022,1138.5664700263133,318.79073657779645,54.41109888171048,29.470831723488295,3,1
21.96866540735998,0.5495052858345494,1170.6749813786869,256.9505160943452,75.58652273416067,34.45080050319227,11,1
16.004463378338357,1.2800051499380036,470.0338127274741,296.0707852802203,52.08914006055694,20.636209583368284,4,3
19.168754260842626,1.8578002535031153,999.8552456611292,307.3841646920991,71.65922422995699,27.9383416290761,10,3
