NH3 (ppm),H2S (ppm),eCO2 (ppm),TVOC (ppb),Humidity (%),Temperature (°C),Motion Events (Last 1 Hour),User Rating
8.503497274083621,1.5496606246283469,797.5949840718524,477.119629818586,54.67157369640588,20.5932464361654,1,1
19.934911682033203,1.7797805504250093,462.98183790111176,224.88650896090115,70.03506778029383,30.319622582739306,3,3
20.20774764361007,0.9377901790812283,1016.5095025345261,292.60921355646633,64.13714649725075,21.633227280676138,10,3
5.42434137866768,1.700230208730134,560.627507361756,321.2525640425014,57.59468987536955,21.71592211480192,14,5
24.795667316365076,1.3310273183048402,507.2488276768662,81.39284016551703,76.80553325480221,21.356904368904473,11,5
13.083880780793125,0.5020910261206768,937.9237483975437,144.32536487605842,61.62187557093781,32.17330178637465,14,4
8.457882897893343,0.9141008134865508,1018.9595929814997,211.5954267212315,64.54561466802119,23.055535863493425,8,3
23.11642972155466,1.537775754594367,979.6020464449723,250.92044061704826,76.61892071259287,26.239882135396687,9,1
15.929739306902347,1.591875805623147,1154.3772995697145,119.116960333649,62.05048838477856,33.563385185852944,9,5
18.63314905852343,1.840529372697507,1039.440240048808,332.97561554543176,56.91446610319698,22.5040039035121,10,2
12.052896130686044,0.8289436206076399,885.7627809698383,109.10941231036975,65.18900471501806,31.00011107201665,3,1
20.496194416845075,0.8592366834474918,1043.364106882458,487.64442553801246,54.097714992320256,25.537544715325698,3,1
9.582187643597631,1.988181280539967,544.1214720582576,87.74927479871258,77.66711690995663,22.183743863251145,10,5
15.695920490576947,0.6956205536486182,700.595578322856,368.7286953550465,52.5560225745616,29.489868979422482,12,3
20.240249662468592,0.4521267438413219,1037.599449236171,308.8646271191258,55.86191843045887,34.68711907158075,9,1
6.257276294688355,1.9410796794212244,932.4075120455789,138.4672535437004,54.68326441961594,21.502586512378144,13,5
7.0466435906812634,1.459433713033906,1023.3113614878694,139.2446096883956,56.572921717369724,23.21344152480039,8,4
22.209005967527546,1.9138854380342785,948.4629534315957,236.3596909064873,76.40506217928453,21.94415399037091,8,3
